text,label
一方面，推高通胀与压低市场 利率可能存在矛盾。,1
贸易摩擦、主要经济体货币正常化等因素引发 全球金融市场动荡，部分新兴市场经济体出现股市、债市、汇市联动 下跌，发达经济体股指也出现一定波动。,1
从主要经济体近期表现来看，经济增长动能均有所减弱。,1
严格控制对高耗能、高污染行业和产能过剩行业的 贷款。,1
在流动性偏紧的状态下，商业银行超额准备金总是保持在最低水平。,1
二是防范保险机构激进 投资和投资过于集中的风险。,1
因此，未来一段时间中央银行可能将不得不继续面对银行体 系流动性供给过多的局面，对冲过剩流动性仍将是货币政策的重要任 务。,1
"当前我国通货膨胀压力主要集中在三 个方面，一是水、电、燃料和城市交通等公共服务品调价的压力,二 是国际原油和主要原材料价格快速上涨造成的对下游产品涨价的压 力，三是劳动力成本上升的压力。",1
处理好保持经济平稳较快发展、调整经济结 构和管理好通胀预期的关系，提高金融支持经济发展的可持续性，维 护金融体系健康稳定运行。,0
2019 年 8 月，中国人民银行 会同中国银保监会发布《关于支持商业银行发行创新创业金融债券的 意见》，鼓励商业银行发行双创金融债券增加双创领域信贷投放，有 助于发挥各类创新主体的创造潜能，支持经济结构调整和产业升级。,0
三是专业人才供需矛盾较为突出。,1
未来随着房地产市场定价趋于理性，租赁需求进一步释放，租售比持续改善 回升，住房租赁企业运营能力不断提升，住房租赁市场实现商业化可持续发展是 有基础的。,0
实行差别存款准备金率制度，有利于促进我国金融平稳运行和健康发展。,0
积极开展存款保险宣传和业务 培训。,0
全力做好存量风险化解工作，坚决遏制各类 风险反弹回潮，防止在处置其他领域风险过程中引发次生金融风险。,1
四是受美元贬值及投机活跃等因素影响， 国际大宗商品价格仍维持高位，对我国形成输入型通货膨胀压力。,1
近年 来，人民银行按照党中央、国务院部署，完善货币供应调控机制，健全市场化利 率形成和传导机制，创新和丰富货币政策工具体系，完善人民币汇率形成机制， 推动健全现代货币政策框架取得明显成效。,0
钢铁企业库存压力加大，钢铁市场风险增加。,1
二是加大金融支持经济发展方式转变和经济结构调整的力度。,0
同时，财政收支变化及库款波动等也加大了流 动性管理的复杂性。,1
同时，中西部地区发展和“三农”政策实施，也 提高了农民外出务工的机会成本。,0
34 国际原油价格高位震荡。,1
（一）主要经济体经济状况 美国经济增长有所放缓。,1
房价上涨的城市个数增多。,0
五是鼓励银 行业金融机构优化对高质量制造业和科技创新领域的金融服务，加强 对制造业关键领域和转型升级的资金支持。,0
稳增长、调结构、促改革、惠民 生和防风险的任务艰巨。,1
今年以 来，国债收益率持续较快下行，6 月下旬，10 年期国债收益率逼近 2.2%关口，创 20 年来新低，已明显偏离合理中枢水平，不断累积金 融风险。,1
集中表现在固定资产投资过快增 长，一些行业和地区的低水平重复建设没有得到有效遏止，资源的瓶 颈约束加剧，通货膨胀压力加大。,1
适度增强公开市场操作利率弹性，进一步加强对通胀预期的管 理。,0
房价环比上涨的城市个数减少。,0
贷款利率进一步降低。,0
市场利率平稳回落。,1
这与金融机构重视季末 考核要求以及表外理财快速发展等因素有关。,0
培育市场基准利率体系， 完善利率形成机制，提高中央银行对市场利率引导的能力。,0
除了地缘政治 冲突、能源短缺、通胀高企外，货币政策收紧对经济下行也有影响， 主要发达经济体快速加息的紧缩效应具有滞后性和累积效应，对全球 经济增长的拖累可能超出预期。,1
二是旅客运输量和货邮运输量 46 持续回升。,0
商品房销售额为 3.1 万亿元，同比下降 6.7%，降幅比第一季度 扩大 1.5 个百分点。,1
工业生产持续增长，工业结构持续优化。,0
上半年， 企业商品价格（CGPI）同比下降 5.6%，降幅比上年同期扩大 3.8 个 百分点。,1
上半年居民消费价 格水平累计同比上涨 2.3%，其中一季度上涨2.8%，二季度上涨1.7%。,0
另一 方面，推动餐饮业信息化智能化深入发展，培育更多规模化连锁品牌， 改进服务质量和管理水平，增强企业竞争力。,0
CFETS 人民币 汇率指数和参考 SDR 货币篮子的人民币汇率指数分别贬值 1.88%和 1.59%。,1
45 近三年来受疫情影响，我国消费动能进一步放缓。,1
工业生产持续发展，装备制造和高技术制造业较快发展。,0
农业生产 46 资料价格降幅大于农产品生产价格降幅，农产品生产价格同比下降 0.7%，农业生产资料价格同比下降 0.9%。,1
量化宽松政策退出的步伐仍存较大不确定性，影响 金融市场的稳定和企业的生产投资行为。,1
总体看，6月份企 业商品价格呈现有升有降的特点。,1
39 去全球化和贸易投资保护主义等相关风险仍需高度关注。,1
二是资金实力显著增强。,0
进一步加强政策协调配合，优化政策组合，着力于体制机制改 革和经济结构调整，加快转变经济增长方式，进一步提高经济发展的 内生动力。,0
这充分反映了国际投 资者对于中国经济长期健康发展、金融持续扩大开放的信心。,0
IV 2004 年第一季度以后，全球经济复苏和增长势头进一步加强。,0
从完善市场法律制度体系、加强基础设施建设、进一步完善债 券交易会计制度、完善市场运行架构、提高市场流动性、不断改进和完善收益率 曲线等方面加快金融市场基础性建设，进一步推动金融市场产品和工具的创新。,0
近年来，在经济增速有 所下降的背景下，我国就业形势持续较好。,0
二是从工业原材料→工业品→CPI 来看，购进价格涨幅高于出厂 价格、生产资料价格涨幅高于消费资料价格。,0
四是外部不确定性较大，外贸部门结构性就 业压力可能加大。,1
防范化解金融风险取得新成效。,0
金融危机以来高耗能行业加大了结构调整力度，淘汰落后产能， 大力推动节能降耗。,1
在经过商业化改革后，商业银行 风险防范意识及风险管控能力不断增强，对于市场前景不好、库存积压较多、利 润明显下滑的中小企业，可能会在贷款利率乃至放贷条件等方面提出更严的要 求。,1
三是新兴产业发展动力 不断增强。,0
通胀总体下行但有所分化。,1
当然也要看到，经济运行面临的风险和挑战不少。,1
大多数国家通货膨胀率下降，全球性通货紧缩压力增大。,1
此外，针对国际金融市场动荡加剧的新情况，研究创设了短期 招标工具（TAF），及时为流动性出现暂时困难的境内金融机构提供 9 资金支持。,1
短期融资券市场正在 快速健康发展。,0
二是完善境外投资外汇管理，配合商务、 发展改革部门严格按对外投资管理政策要求进行备案或核准，促进我 国对外投资持续健康发展。,0
工业生产增速 9月份有所反弹。,0
结构调 整继续推进，供求总体平衡，消费对经济增长的拉动作用增强，制造 业投资和民间投资增速回升，进出口较快增长，物价、就业形势稳定。,0
收入分配结构持续改善，农村居民收入增速持续高于城镇。,0
企业生产需求边际放缓、大宗商品价格同比下降、上年同期基数 51 较高等因素导致 PPI 走低。,1
2013 年，金融市场继续健康发展，各项改革和发展的政策措施 稳步推进，金融市场对促进经济转型和结构调整的作用进一步发挥。,0
二是容易鼓励金融机构的冒险行为，过度加杠杆，加 大金融体系脆弱性。,1
二 是全球化背景下的全球失衡直接催生了全球流动性过剩。,1
要求金融机构注意防止资本充足率下降，控制 合理的存贷款比率，预防短期资金长期使用比率过高可能产生的风 险，注意加强流动性管理，防止为降低不良资产比率而过度投放贷款， 适度控制贷款总量。,1
进一步完善做市商制度，提高 债券市场流动性，推动债券经纪业务的开展，适时推出债券衍生产品。,0
在经济全球化的背景下，各国产业结构和金 融体系相互渗透，如贸易摩擦不断升级，更大范围的全球产业链将受 到波及，引发更大的全球宏观经济风险乃至全球金融市场动荡，拖累 长期经济增长。,1
同时，加快结构调整，着力扩大内需。,0
培育多元投资主体，放宽市场准 入，鼓励广泛吸引包括民间投资、外资等在内的社会资本参与铁路投 资建设。,0
从法律角度看，商业银行设立基金管理公司不存在法律障碍。,1
同业存单的发行主体 范围进一步扩大，发行交易日益活跃。,0
商品房竣工增速仍然低于销售增速，但施工 面积增长较快。,0
人民币对国际主要货币汇率有升有贬，双 向浮动。,1
当然也要看到，经济运行中面临着不少老矛盾和新挑战。,1
从国际看，当前全球经济增长放缓，通胀仍处高位，地缘政 治冲突持续，主要央行政策紧缩效应显现，国际金融市场波动加剧， 不稳定、不确定、难预料因素较多。,1
固定资产投资增速缓中趋稳，制造业投资增速低位回升。,0
推动绿 色债券市场高质量发展，进一步拓宽金融机构绿色资金来源。,0
上半年，GDP 为 22.7 万亿元，实际增长 率为 7.8%，GDP 缩减指数（按当年价格计算的 GDP 与按固定价格计算 的 GDP 的比率）变动率为 2.4%，比上年同期回落 5.0 个百分点，比 上季度回落 0.5 个百分点。,1
再贷款利率低于货币市场利率导致基础货币投放，背离了货币政策调控的总 方向，不利于货币政策意图的全面贯彻。,1
短期看，欧央行负利率政策取得一定成效，欧元区货币市场利率有所回落， 重债国国债收益率也明显下降，但长期政策效果仍有待检验。,1
一旦需求扩张，潜在的涨价动 力就可能重新显现。,0
固定资产投资缓中趋稳，制造业投资和民间投资增速持续回升。,0
物价有望延续温和回升态势。,0
此外，由于部分公路运输需求向铁路转移，加剧了铁 路运输紧张状况，全国铁路货物运输满足率只有 35%左右。,1
落实政策性、开发性金融机构改革方案，科 学建立资本约束机制，健全治理结构，完善财税扶持政策，构建符合 中国特色、能更好地为经济发展服务、可持续运营的政策性和开发性 金融机构及其政策环境。,0
全球性通货紧缩趋势未有根本缓解。,0
总的来看，弹性较强、市场出清和 结构调整较快的经济体表现出了更强的复苏势头。,0
主要经济体增长缓慢，国际金融市场动荡加剧。,1
广义货币增 速已连续 4 个月回落。,1
2003年，国际金融形势仍然严峻，世界经济发展不确定性较大：一是区域 政治局势动荡。,1
专栏 3：银行间债券市场稳步发展 银行间债券市场自 1997 年成立以来，稳步健康发展。,0
第三，受股票市场活跃的影响，股票融资同比显著 上升。,0
本国货币政策过于宽松容易导致本币贬值压力。,1
也有些国家在使用扣除 法计算核心通货膨胀时，不是简单地将一些价格易波动的项目完全剔除，而是根 据价格波动的程度确定项目权重，价格波动越大的项目权重就越低。,1
推动外汇管理重点领域改革，进一步便利市场主体外汇收支。,0
这些措施有助于提高金融机构 自主定价能力，完善货币政策传导机制。,0
资金支持政策实施进展顺利。,0
外汇市场交易主体进一步扩展。,0
在全球总需求增长缓 慢的背景下，许多新兴市场经济体仍面临外需疲弱与跨境资本波动等 潜在风险，存在经济调整与转型压力。,1
煤电油运供求形势总体宽松。,0
引导民间融资健康发展。,0
欧洲银行业风险仍有不确定性。,1
（三）防止重复建设，防范金融风险 对商业银行进行适当的窗口指导，督促商业银行注意防范货币信贷较快增长 时潜在的金融风险，加强贷款风险预警和监测，进一步优化贷款结构，防止重复 建设，防范出现新的贷款风险，加快国有商业银行改革。,1
国内黄金价格整体呈震荡态势。,1
当前国内经济增长势头放缓，通货膨胀压力不大，国际经济受“9.11“事件 的冲击继续下滑，在这种背景下，更应立足国内市场，进一步扩大国内需求。,1
1-7 月，规模以上纺织企业利润总额同比下降 1.1%，但降幅有 所收窄，分别比第一季度、上半年收窄 1.0 个和 0.9 个百分点。,1
这使理财业 务的代客性质减弱，在某种程度上具有了银行自营业务的属性。,1
负利率政策对消费、投资和通胀的提振作用有待观察。,1
日本经济稳步回升。,0
（二）工业保持快速增长，经济效益继续提高 2003年一季度，全国工业生产实现快速增长。,0
按照稳健中性 货币政策要求，中国人民银行通过降准、新增 MLF 等方式前瞻性地提 供中长期流动性，改善银行体系流动性期限结构。,0
境内外币存款市场利率有升有降。,1
且在当前金融市场估值较高、市场波动较低 的情况下，若货币政策正常化步伐过快，国际金融市场出现调整的概 率将增加，不排除利率攀升和资产价格显著下降的可能性，由此对金 融稳定造成一定冲击。,1
展望未来，全球经济主要面临以下风险：一是欧债危机仍有蔓延 的可能，是全球经济发展的最大不确定因素；二是伊朗核问题陷入僵 局，地缘冲突可能导致高油价冲击；三是发达经济体宽松货币政策存 在通货膨胀风险，可能导致资本流动波动性加大；四是新兴经济体增 长速度普遍放缓。,1
.............................................................................22 2004 年上半年，全球经济复苏和增长势头加强，经济形势不断 好转的区域由美国和东亚扩展到日本、欧元区和南美。,0
同时，必须清醒地看到，经济运行中出现的一些突出矛 盾进一步显现，有些问题还在发展。,0
保障房信贷增长放缓。,1
施工和新开工项目增 长放缓。,1
二是历史上看PPI指标本身波动就相对较大，在数月内阶段 性下探或冲高的现象并不鲜见。,1
稳妥有序推进包商银行风险处置。,1
相关规定的试行有 利于提高对内幕交易和市场操纵行为的查处效率，增强对相关行为人 的威慑力。,0
发达经济体 通胀压力总体缓解，四季度以来普遍暂缓加息，劳动力市场保持强劲。,1
同时，根据客户需要灵活采用了多种贷 款再定价频度，金融服务意识进一步增强。,0
（七）黄金价格冲高回落 上海黄金交易所黄金价格冲高回落，小幅收跌。,1
地缘政治冲突升级风险 仍存，保护主义、单边主义抬头，或进一步影响全球经济秩序。,1
短期融资券发行利率基本保持平稳，略有下 降。,1
新冠肺炎疫情发生以来，交通运输业受到巨大冲击。,1
一 是有效供给尚待进一步提高。,0
由于部分未股改公 司存在严重亏损、股权冻结、大股东占款以及非流通股股东持股比例 较低等原因，难以有效推进股权分置改革。,1
5、票据市场继续快速发展。,0
人民币汇率有贬有升、双向波动。,1
进一 步建立健全风险预警、识别和处置机制，注重稳定金融市场预期。,1
美联储根 据经济发展的趋势，也存在降息的可能。,0
完善黄金市场制度体系。,0
股票融资大幅扩展。,0
9月下旬以来，债券收益率出现明显回落，国债 收益率曲线有所下移，但短端下行幅度有限。,1
新冠肺炎疫情暴发后，餐饮业受到较大冲击。,1
8 月份，美欧公布的经济数 据走软，主要股市震荡走低。,1
健全现代货币政策框架，提高货币政策透明度。,0
主要发达经济体将在较长时间内维持 宽松的货币政策，可能加剧跨境资本无序流动和金融市场动荡，影响 全球金融稳定。,1
进一步完善股份制商业银行的运行机制，稳 步推进中小金融企业改革和重组改造。,0
加大 对事关全局、带动性强的重大项目和战略性新兴产业、节能环保、文 化传媒、现代服务业、高端制造业、自主创新、农田水利建设等的金 融支持，满足铁路等国家重点在建续建项目的资金需求。,0
美国10年期国债收益率跌至四年新低，日 本、德国国债收益率跌至零以下。,1
LPR 利率期权业务稳步发展。,0
收入分配结构改善，农村居民 收入增速高于城镇。,0
制定车险理赔管理指引，统一车险理赔流程，规范车 险理赔服务标准。,1
欧元区第三季度 GDP 增速为 2.5%。,0
产业结构 44 调整取得新进展，产业集中度显著提高。,0
跨境人民币业务保持稳定发展。,0
我国国民经济正处于市场取向改革和结构调整的关键时期，信贷政策要适应 国民经济发展的方向，主动调整结构、优化资产组合。,0
境外人民币直接交易市场获得长足发展。,0
日本经济波动较大，存在通胀下行压力。,1
债券市场指数略有上涨。,0
同时进一步完善中国人民银行 与各部门的合作机制，共同促进经济结构调整。,0
外汇市场交易主体进一步扩展。,0
资产质量明显改 善，盈利能力显著增强。,0
三是完善互联网保险监管。,0
受美联储加息预期影响，伦敦同业 拆借市场美元 Libor 略有上升。,1
（三）加强证券期货业监管制度建设 上市公司监管制度体系进一步完善。,0
提升金融风险监测评估能力。,1
一是保监会发布《关于进一步加强保险业 风险防控工作的通知》和《关于强化保险监管 打击违法违规行为 整 治市场乱象的通知》，针对当前保险业风险较为突出的领域提出防控 风险的具体要求，着力整治股东虚假出资、公司治理失衡、违规投资 等乱象。,1
近两年来，农民工务工收入水平有所提高。,0
其中，中长期贷款比年初增加 2.1 万亿元， 同比少增 2.1 万亿元，增长继续放缓。,1
第一，线上流量红利趋于饱和。,0
与传统金融业相比，互联网金融 业的风险主要集中在消费者信息安全和风险管控等方面。,1
如纺织业是我国的传统出 口部门，由于是劳动密集型产业，出口附加值偏低，利润率也较低，对汇改的承 受力相对较弱，但汇改以来，纺织企业在多重压力下，采取多种方式和方法应对 人民币升值压力，取得一定成效。,1
联合产业 主管部门完善制造业和科技创新重点投资项目和企业的融资对接机 制，缓解银企信息不对称问题。,0
城乡居民收入增速提高，2007 年以来农村居民家庭人均现金收 入和城镇居民家庭人均可支配收入同比实际增长持续高于 GDP 增速， 为消费持续增长提供了支撑。,0
（一）加强和改进流动性管理，为经济增长创造稳定的货币 金融环境。,0
居民消费价格涨幅有所扩大。,0
我国目前的收益率曲线是在通货紧缩状态 下形成的，长期收益率较低。,1
落实存款利率市场化调整机制，着力稳定银行负债成本。,1
在地价方面， 不少地区为招商引资，压低征地补偿费。,1
当然，也要看到，当前国内外环境依然复杂严峻，经济运行中不 确定、不稳定因素较多，宏观调控面临两难局面。,1
人民币对国际主要货币汇率有升有贬，双 向浮动。,1
日本房地产市场略显降温迹象。,1
年初以来监管当局整顿措 施的出台和规范股票市场的大讨论，对二级市场交易起到一定的降温作用。,1
一是持续优 化煤炭资源开发布局，合理分类确定大基地功能，提高保障能力。,0
二是委托贷款、 信托贷款和未贴现银行承兑汇票降幅明显收窄。,1
全年物价水平将保持总体稳定，但要警惕结构性通胀压力。,1
（二）促进黄金市场规范健康发展 一是推出银行间黄金询价交易。,0
根据金融机构评级结果， 人民银行及其分支机构可依法直接采取加强监测、风险警示、早期纠 正和风险处置等措施，评级结果还是核定存款保险风险差别费率和确 定宏观审慎评估体系（MPA）结果的重要依据。,1
各经济体面临及时减少负债的挑战。,1
人民币对欧元、日元等其他国际主要货币汇率双向波动。,1
进一步完善利率结构。,0
目前美国经 济运行面临的不确定性因素增多。,1
增大对“三农”、灾后恢复重建、小 企业、服务业、自主创新、节能环保等的信贷支持力度。,0
利率互换交易活跃。,0
落实存款利率市场 化调整机制，着力稳定银行负债成本。,1
美国经济较快增长， 日本和欧元区经济稳步回升，主要新兴市场和发展中国家继续保持强 劲增长势头。,0
此外，指数熔断机制公开征求意见。,1
今年以来，世界经济增长前高后低，不确定性增加。,1
继续发挥 再贷款精准滴灌和正向激励作用，支持巩固脱贫攻坚成果同乡村振兴 有效衔接。,0
今年以来，汽车工业仍保持快速增长。,0
上 半年，人民币对美元汇率年化波动率为 5.2%。,1
从生产资料和生活资料分类看，生产 资料价格下降 6.7%，降幅比上年扩大 4.2 个百分点；生活资料价格 下降 0.3%，降幅比上年扩大 0.3 个百分点。,1
中央银 行应当警惕原油价格上涨对通货膨胀的影响，防止原油价格与工资水 平轮番上涨所导致的价格水平的普遍上涨。,0
（五）全球经济展望及面临的主要风险 国际货币基金组织在 2012 年 4 月发布的《世界经济展望》中预 测，2012 年全球经济前景逐步转强，但下行风险依然严峻。,1
新兴市场经济体表现分化。,0
从国际环境看，发达经济体货币政策调整可能 对全球经济、资本流动造成冲击，全球贸易和投资增长仍不稳固，同 时地缘政治风险及不确定性也可能加大，我们仍将面临高度复杂多变 的国际环境。,1
贷款加权平均利率维持在较低水平，企业贷款利率继续下行。,1
美元继续保持坚 挺，欧元应稳中有升，日元继续贬值。,1
45 通货膨胀压力依然较大。,1
稳妥推进各项风险化解任务，坚决不让局部风险发展 成系统性风险、区域性风险演化为全国性风险。,1
培育机构投资者，丰富投资者类型。,0
深入推进货物贸易和服务贸易外汇管理制度改 革，促进外贸健康发展。,0
产权改革进展顺利，法人治理结 构初步建立。,0
投资规模继续扩大，高技术产业投资持续较快增长。,0
四是欧元区经济呈现部分复苏迹象，消费者和企业信 心总体有所提高。,0
（三）通胀压力进一步加大 居民消费价格同比涨幅持续扩大。,0
例如，越是建设项目多 的地方，越反映资金紧张。,1
完善保险公司分支机构市场准入管理。,0
房地产贷款增速止降趋稳。,0
农产品生产价格涨幅高于农业生产资料价格。,0
从消费品和服务分类看，消费品价格上涨 1.9%，涨幅比上 年提高 0.7 个百分点；服务性消费活跃，带动服务价格上涨，全年服 务价格上涨 2.2%，涨幅比上年提高 0.2 个百分点，影响 CPI 上涨 0.81 个百分点。,0
金融市 场开放有利于中国实现高质量的经济增长，也有利于全球投资者分享 中国经济的发展成果。,0
29 （四）股票市场指数显著回升，成交量大幅增加 股票市场指数显著回升。,0
32 欧元区重债国国债收益率持续攀升，西班牙 10 年期国债收益率数次 超过 7%的警戒线。,0
3 近期企业反映的流动资金紧张问题与投资规模过大密切相关。,1
（四）股票指数振荡下跌 2008年以来，受市场信心明显不足影响，股票市场大幅波动，成 交量明显萎缩。,1
人民币对欧元、日元等其他国际主要货币汇率双向波动。,1
商业银行设立基金管理公司，鼓励了金融创新，有 利于促进金融市场长期健康协调发展，推进商业银行改革，优化资源 配置。,0
推进中美审计监管合作。,0
固定资产投资稳步回升，高技术产业投资增长较快。,0
进一步推动外汇市场发展， 50 提高金融机构的自主定价和风险管理能力，鼓励金融机构为企业设计 针对性更强的汇率避险产品。,0
必须加大结构改革力度，尽快在 平衡增长的治本方面取得新进展、新突破。,0
制造业投资和民间投资增速回升，经济增长对基建投资依赖下降。,0
而保持货币信贷适度增长，从抑制重复建设和产能过剩的意义上说，又可 以防止将来可能发生的通货紧缩。,1
当然，非常规货币政策操作也有成本，包括可能从某 种程度上损害欧央行的信誉、政策退出的影响等。,1
深化对外货币金融合作。,0
（三）居民消费价格涨幅提高 2007年以来，CPI同比涨幅逐月提高。,0
关停封堵境内外互联网外 汇交易平台。,1
结构性存款和银行理财产品收益率均有所下行。,1
此外，当市场发生 剧烈波动时，再贷款、再贴现将发挥安全阀的作用，为市场提供短期流动性支持， 使货币市场短期利率在合理的范围内波动。,1
美国经济低速增长。,1
前三季度，各地区各部门科学统筹疫情防控和经济社会发展，强 化宏观政策跨周期调节，经济运行持续恢复发展，就业形势基本稳定， 居民收入继续增加，经济结构调整优化。,0
压力 受疫情影响，中小微企业普遍出现资金周转困难的问题。,1
一是投资增长过快。,1
后续又有银行接连倒闭引发市场恐慌，市场对中小银行的 信心进一步受损。,1
二是原材料购进价格的涨幅高于工业品出厂价格。,0
7 月 2 日，中国人民银行取消银 行对客户美元挂牌买卖价差管理。,1
持续推动债券二级市场发展，不断优化交易、 清算和结算等相关制度安排，完善做市商制度等市场化评价体系，提 升债券市场流动性，为市场参与者创造更加友好、便利的投资环境。,0
从食品和 非食品分类看，食品价格大幅上涨是推动CPI上涨的主要原因，上半 年食品价格上涨5.5%，拉动CPI上涨1.8个百分点；非食品价格上涨 1.2%，拉动CPI上涨0.8个百分点。,0
此外，要进一步加强财政政策、产业政策与货币政策之间的协调 配合，保持内需合理稳定增长，发展新型消费模式，培育消费热点， 鼓励和引导民间投资健康发展，积极推进结构调整，促进经济增长由 主要依靠投资、出口拉动向依靠消费、投资、出口协调拉动转变，由 主要依靠第二产业带动向依靠第一、第二、第三产业协同带动转变， 由主要依靠增加物质资源消耗向主要依靠科技进步、劳动者素质提 高、管理创新转变。,0
鉴于 2016 年初开始实施的指数熔断机制并 没有达到预期效果，经证监会决定，自 1 月 8 日起上交所、深交所和 中金所暂停实施指数熔断机制。,1
秋粮播种面积稳中有增，秋粮生产有望丰收。,0
短期而言引发通胀攀升的因素包括前期发达 经济体大力度的刺激政策、疫情反复加剧全球供给瓶颈、地缘政治冲 突引发全球能源和粮食供应紧张、劳动力市场供需错配加剧“工资— 物价”螺旋、海外通胀预期走高引发“第二轮效应”等。,1
加强优质企业便利化政策宣 传，支持更多信用好、能力强、有实需的银企享受便利化政策红利， 不断提升优质中小企业便利化政策覆盖面。,0
从下行风险看，由于近年来我国消费品产能不断 扩大，消费品供大于求的局面在短期内难以改变，消费品，特别是耐 用消费品价格存在继续下降的风险；钢铁、电解铝、水泥等产能过剩 行业的产品价格将继续面临一定的下降压力，会导致 PPI 下行；粮价 走势存在不确定性，可能会成为 CPI 下行的因素。,1
展望未来，全球经济“双速复苏”的趋势仍将持续。,0
营商环境持续改 善，境外投资者投资人民币资产的便利性进一步提高。,0
农业结构调整取得新进展。,0
从食品和非食品分类看，食品价格大幅上涨是推动 CPI 上 涨的主要原因，上半年食品价格上涨 20.4%，拉动 CPI 上涨 6.7 个百 分点；非食品价格上涨 1.7%，拉动 CPI 上涨 1.2 个百分点。,0
稳妥退出对产能过剩、长期资不抵债、经营亏损企业 的贷款。,1
引导金融机构坚持对绿色发展和传统能 源转型支持并重。,0
第二产业占 GDP 比重提高，对 GDP 增长贡献扩大。,0
美元指数宽幅震荡、一度连创 20 年新高，11 月后又连续下跌，主要非美货币也屡创 20 年低位。,1
（三）贷款增势减缓，贷款周转加快 9月末，全部金融机构各项贷款余额为 10.9万亿元，按可比口径计算增长 12.3%，增幅比去年同期低1.8个百分点。,1
但随着一大批建材新生产线建成投产， 产能增加，市场竞争压力加剧。,1
目前 M2 增速高于名义 GDP 增速 较多，货币供应总体较为充裕。,0
及时开展常备借贷便利操作。,0
33 下半年，国内国际环境仍将为经济持续协调健康发展创造有利条 件。,0
总体来讲，美元贬值增加了全球经济的不确定性，在日本和欧元区等发达经济体 同时陷入衰退之际，不利于世界经济整体复苏。,1
我国发展仍处于并将长期处于重 要战略机遇期。,0
英国房价持续下跌，Halifax房价指 数在第二季度环比下跌5.1%的基础上，第三季度继续下跌5.2%。,1
三是进一步完善居民阶梯电价制度，对相关制度规定进行了补充 和完善。,0
深化对外货币金融合作。,0
但与此同时，钢铁行业发展的资源、环境等制约因素逐步增多，行业 利润不断下滑，结构性矛盾依然突出。,1
生产价格降幅有所收窄。,1
（六）银行间外汇市场运行平稳，人民币掉期交易持续活跃 银行间即期外汇市场运行平稳，询价市场的主导地位进一步突 出。,0
由于异地存款稳定性较 差，积累的流动性风险易快速传染，不利于维护市场竞争秩序和金融体系稳定。,1
全年 票据市场利率总体平稳，呈先升后降趋势。,1
为应 对通货膨胀压力，波兰、马来西亚调升了政策利率。,1
引导、鼓励企业适当降低积累比例， 增加利润分红水平。,0
二是支农主力军地位明显提升，涉 农信贷投放大幅增长。,0
近期，资金池理财产品因其一些特征所隐含 的风险而引起了较多关注。,1
三大攻坚战取得实质性 进展，供给侧结构性改革深化，经济增长保持韧性，就业形势保持稳 定，居民收入稳步增长，人民生活持续改善，保持了经济持续健康发 展和社会大局稳定。,0
一是消费品以旧换新政策在补贴和宣传 层面持续发力，有利于进一步激活存量市场，推动消费和产业结构升 级。,0
日本经济稳步回升。,0
部分新兴经济体和发达经济体央行继续上调基准利率。,0
综 合物价指数（HICP）降至 2.2%。,1
实施低利率政策后，发达经济体通胀水平长期低于中央银行 的通胀目标，原因主要有以下三点：一是低利率政策对长期结构性因素作用有限， 难以改变经济潜在增速和中性利率下降的长期趋势。,1
存款增速稳步回升。,0
上半年，社会消费品零售总额为 17.2 万亿元，同比下 降 11.4%，降幅比第一季度收窄 7.6 个百分点。,1
房屋销售价格涨势平稳，但部分地区房价涨幅较高。,0
二是长期低利率环境可能扭曲资产价格，降低风险溢价，造成风险累积，不利于 金融稳定。,1
资产质量明显改善。,0
目前，这六大高耗能行业耗能量占全国工业能耗量 的 70%以上。,1
上半年，银行间市场国债收益率曲线整体下行。,1
近年来，中国证监会支持和引导上市公司不断改善 经营效率和盈利能力，综合运用分红、回购、大股东增持等手段回报投资者，推 动上市公司投资价值合理反映公司质量，起到助力市场稳定、提振投资者信心的 作用。,0
在基础软件产品领 域，国产智能操作系统的终端装机量超过 1 亿，国产移动浏览器活跃 用户数量超过 5 亿。,0
引导金融机构继续加大对“三农”、小微企业、节能环保和事关 全局、带动性强的重大在建续建项目的支持力度。,0
上半年，工业生产者出厂价格（PPI） 同比下降 1.8%，第二季度各月分别下降 2.0%、1.4%和 1.1%，平均下 降 1.5%，降幅比上个季度缩小 0.5 个百分点。,1
引导大型银行服务重心下沉，提高效率，更 好服务小微企业、民营企业。,0
高耗能行业生产放缓，产量下降。,1
前三季度，全国城镇调查失业率均值 为 5.1%，比去年同期回落 0.2 个百分点。,1
二是技术、绿色含量相对较低。,1
一是在主权债务危机、经济低迷和监管标准提升的背景下，银行存在较为严 重的资本缺口问题。,1
第三季度，企业商品 价格（CGPI）同比下降 0.7%，其中 9 月份 CGPI 同比下降 0.4%，降幅 连续 4 个月收窄。,1
力争小企业贷款增速高于全部企 业贷款增速，新增小企业贷款占新增企业贷款的比重有所提高。,0
我国国际收支大幅顺差和外汇储备较快增长，有利于增强我国对外支付和清 偿能力，提高海内外对中国经济的信心，防范国际收支风险，为国内经济发展和 深化改革创造良好的条件。,0
三是要进一步完善资本市场运行机制，为居民提供更多的财产 性收入渠道，如发展多种形式的员工持股、股权激励制度，以及划拨国有股做实 个人养老金账户等方式提高居民参与资本分配的程度，使社会各阶层能更加均衡 地享受企业利润增长的收益和经济发展的成果。,0
部分新兴市场经济体增长有所放缓，金融市场波动增大。,1
