id,year,quarter,section,sent_id_in_report,text,label
4356,2004,1,S5,460,（二）密切关注物价走势变化，稳步推进利率市场化改革 密切观察二季度物价形势变动情况，根据宏观经济调控的需要， 研究运用价格杠杆等货币政策工具组合进行预调和微调的最优策略。,0
17269,2010,3,S3,212,表6：利率衍生产品交易情况 债券远期 利率互换 远期利率协议 交易笔数 交易量2 交易笔数 名义本金额 交易笔数 名义本金额 （笔） （亿元） （笔） （亿元） （笔） （亿元） 2006年 398 664.5 103 355.7 —— —— 2007年 1238 2518.1 1978 2186.9 14 10.5 2008年 1327 5005.5 4040 4121.5 137 113.6 2009年 1599 6556.4 4044 4616.4 27 60.0 2010年第一季度 552 1951.4 1872 2098.1 0 0.0 2010年第二季度 92 404.2 2390 2758.2 2 5.0 2010年第三季度 87 196.2 2722 3125.3 8 14.5 数据来源：中国外汇交易中心。,0
48377,2022,2,S4,439,在国内加大保供稳价、 基数效应等因素作用下，PPI同比涨幅继续回落，从今年1月的9.1%逐 步回落至6月的6.1%。,0
40123,2019,1,S5,671,稳步推 55 进人民币资本项目可兑换，推进人民币对其他货币直接交易市场发展， 完善人民币跨境使用的政策框架和基础设施，坚持发展、改革和风险 防范并重，支持人民币在跨境贸易和投资中的使用。,0
36884,2018,1,S1,79,第一季度，人民币跨境收付金额合计 3.15 万亿元，同比增长 87.1%。,0
1376,2002,1,S3,145,2002年一季度，银行间外汇市场 58个交易日，累计成交各币种折合美元 197.8亿美元，同比多增30.1亿美元，日均成交3.41亿美元，日均比去年同期 多成交0.66亿美元，增长24%。,0
22169,2012,3,S3,290,前三个季度，企业累计签发商业汇票 13.1 万亿元，同比增长 17.8%；期末商业汇票未到期金额 8.4 万亿元， 同比增长 28.7%。,0
45956,2021,2,S4,395,6 月美国失业率为 5.9%，较 5 月的 5.8% 小幅回升，显示其就业状况距离复苏至疫情前水平还有不小的差距。,0
27147,2014,3,S3,303,债券发行利率总体回落。,0
39820,2019,1,S3,368,第一季度，上海黄金交 易所黄金累计成交 1.46 万吨，同比增长 9.95%；成交金额为 4.15 万 31 亿元，同比增长 14.55%。,0
3133,2003,3,S5,381,由于世界经济出现恢复势头，主要工业国家货币政策可能会维持 不变。,0
47888,2022,3,S5,516,保持流动性 合理充裕，指导政策性、开发性银行用好用足政策性开发性金融工具 额度和 8000 亿元新增信贷额度，引导商业银行扩大中长期贷款投放， 保持货币供应量和社会融资规模合理增长，力争经济运行实现更好结 果。,0
1062,2001,4,S2,104,外汇市场2001年经受住了国际政治、经济、金融动荡的严峻考验，交易活 跃，秩序井然，人民币汇率保持稳定，有力促进了我国金融业和国民经济的平 稳运行。,1
42388,2020,1,S4,405,第四，疫情还影响了全球投资者预期，国际金融市场“黑天鹅”事件频发。,0
9401,2006,4,S3,192,一级市场融资成本上升，收益率 上升预期增强，宏观调控效果显现。,0
28923,2015,1,S2,134,一是投向产业部门和基础设施领域的 贷款增长较快。,0
19570,2011,3,S1,75,二是外币贷款比重明显上升。,0
837,2001,2,S3,172,3、市场利率继续回落。,0
35991,2017,2,S5,565,完善对普惠金融的货币信贷支持政策，发挥好信贷政策支持 55 再贷款、宏观审慎评估有关政策参数、信贷政策导向评估等对普惠金 融业务的正向激励和引导作用，加强对小微企业、“三农”和偏远地区 的金融服务。,0
50232,2023,3,S4,483,中秋、国庆假期票房收入较 2019 年同期 增长 82.6%。,0
6725,2005,2,S1,16,分机构看，人民币贷款除国有独资商业银行1同比少增外，其他 金融机构均同比多增。,0
9210,2006,4,S1,1,2006年，我国国民经济继续保持平稳较快增长，金融运行平稳。,0
1948,2002,2,S4,179,房地产投资在全社会固定资产投资中所占比重约13%，五年来房地产投 资的增长明显带动了固定投资增长（见表4）。,0
6806,2005,2,S2,97,三是稳步推进证券项下资本项目开放。,0
29455,2015,1,S5,666,进一步完善互联网 金融相关标准和制度，促进公平竞争，加强行业自律，提升风险防控 能力，切实维护投资者权益，促进互联网金融健康发展。,0
1030,2001,4,S1,72,截至12月底，金融机构外汇贷款余额806亿美元，比年 初减少43亿美元，同比少降60亿美元。,0
23885,2013,1,S2,220,优化指标结构，将调增指标用 于支持中小企业融资。,0
19466,2011,1,S5,558,要保持必要的调控力度，巩固和加强前期调控成果，进一步 巩固经济发展的良好势头。,0
8495,2006,3,S3,201,第三季度，3 年期记账式国债利率为 2.34%，比二季度上升0.22个百分点；3年期凭证式国债利率为3.39%， 比二季度上升 0.25 个百分点。,0
2036,2002,4,S1,20,按四级分类标准，金融机构不良贷款额比上年减少 951亿元，不良 贷款率下降4.5个百分点，2002年末为19.8%，其中四大国有独资商业银行不良 贷款减少 640亿，不良贷款率下降 3.95个百分点，2002年末为 21.4%。,0
16525,2010,1,S1,45,分机构看，中资全国性大型银行、全国性中小 型银行及区域性中小型银行贷款同比少增。,0
19670,2011,3,S2,175,截至 9 月末，全国共组建以县（市）为单位的统一法人 农村信用社 1942 家，农村商业银行 134 家，农村合作银行 214 家。,0
23175,2012,4,S2,150,2012 年银行累计办理人民币跨境直接投资结算业务 2840.2 亿元，其中对 外直接投资结算金额 304.4 亿元，外商直接投资结算金额 2535.8 亿 元。,0
46498,2021,4,S3,357,2021年，银行间市场债券回购累计成交 1045.2万亿元，日均成交4.2万亿元，同比增长8.5%；同业拆借累计成 交118.8万亿元，日均成交4753亿元，同比减少19.6%。,1
22999,2012,2,S5,529,加强 与产业政策的协调配合，改进和完善宏观信贷政策指导。,0
1599,2002,3,S2,127,£¨Ò»£© 经济保持快速增长，价格水平降幅趋缓 1-3季度国内生产总值（GDP）增长 7.9%。,1
24292,2013,3,S1,32,④小型农村金融机构包括 农村商业银行、农村合作银行、农村信用社。,0
18935,2011,1,S1,27,3 月末，住户贷款同比增长 28.3%， 比上年末低 9.3 个百分点，比年初增加 7557 亿元，同比少增 1661 亿 元。,0
1690,2002,3,S3,218,其中A股累计成交22531 亿元，同比减少4975亿元；日均成交128亿元，同比减少26亿元，下降16.9%， 第三季度，沪、深两市股票共成交6425亿元，日均成交99亿元，日均成交比上 季减少50亿元，比去年同期减少14亿元。,1
3540,2003,4,S1,19,2003年末，中国人民银行基础货币余额为 5.23万亿元，同比增长 16.7%， 增幅比上年末提高4.9个百分点。,0
50346,2023,2,S1,35,表5 2023年1～6月大额美元存款与美元贷款平均利率 单位：% 大额美元存款 美元贷款 3（含3 6（含6 3（含3 6（含6 月份 3个月 1年以 3个月 1年以 活期 个月）~6 个月） 1年 个月）~6 个月） 1年 以内 上 以内 上 个月 ~12个月 个月 ~12个月 1月 1.25 3.99 4.62 5.34 5.46 4.96 4.91 5.12 5.10 5.53 5.99 4 2月 1.42 4.18 5.10 5.51 5.50 5.44 5.08 5.23 5.39 5.46 5.58 3月 1.64 4.23 5.02 5.53 5.67 5.54 5.25 5.33 5.11 5.34 5.86 4月 1.76 4.50 5.29 5.49 4.91 5.72 5.39 5.47 5.49 5.64 5.62 5月 1.78 4.63 4.65 5.68 5.63 5.64 5.55 5.46 5.52 5.39 5.98 6月 1.65 4.46 5.29 5.63 5.47 5.75 5.68 5.63 5.46 5.41 5.71 数据来源：中国人民银行。,0
26310,2014,1,S2,123,一是汇率波动加大，消化和吸收供求变化的能力增强。,0
52225,2024,3,S1,53,货币供应量统计口径并非一成不变，主要根据金融工具的流动性、与经济 的匹配度动态调整。,0
26246,2014,1,S1,59,外币存贷款利率在国际金融市场利率波动、境内外币资金供求变 化等因素的综合作用下，总体较年初有所上升。,0
655,2001,3,S5,329,当前国内经济增长势头放缓，通货膨胀压力不大，国际经济受“9.11“事件 的冲击继续下滑，在这种背景下，更应立足国内市场，进一步扩大国内需求。,1
32230,2016,3,S1,73,第三季度，人民币对一篮子货币小幅贬值，双向浮动特征明显， 汇率弹性增强，人民币汇率预期总体平稳。,0
5815,2005,1,S1,12,长期来看，在其他条件不变的情况下，货币供应量的变动总会导致一般价格 水平的变动，从这个意义上说，监测和控制货币供应量的变动十分重要。,0
52761,2024,3,S5,589,注重平衡好短期和长期、稳增长和防 风险、内部均衡和外部均衡的关系，坚定坚持支持性的货币政策立场， 加大货币政策调控强度，提高货币政策精准性，为经济稳定增长和高 质量发展创造良好的货币金融环境。,1
12142,2008,1,S2,117,农村信用社资金实力明 2 注：中国银行的资本充足率数据为2007年末数据；交通银行的不良贷款数据为减值贷款比率。,0
1759,2002,3,S4,287,加强对中小企业特别是对小型企业的信贷政策引 导，会同有关部门完善小型企业贷款担保体系，改进对小型企业的信贷服务，努 力增加对小型企业的贷款。,0
24235,2013,1,S5,570,进一步提高中央 银行市场利率引导和调控水平，强化价格型调控机制，促进经济金融 协调发展。,0
12790,2008,3,S3,219,8 月，中国证监会修改《上市公司收购管理办法》六十三条，在符合公 开公平公正原则的前提下，增加了上市公司控股股东增持公司股份的 灵活性，有利于规范上市公司控股股东增持股份的行为，也有利于市 场对被增持上市公司内在价值的全面评估，维护市场稳定。,0
53726,2024,4,S2,268,2024 年 9 月，在山西、江西、山东、 湖南、四川五省试点开展明示企业贷款综合融资成本工作，推动降低 融资费用，促进综合融资成本下行。,0
10938,2007,2,S2,132,二是 完善银行结售汇制度。,0
5496,2004,4,S3,210,企业在海外融资增加较多，企业发行 H 股筹资 78.3 亿美 元，占筹资总额的 43.1%；A 股筹资（包括发行、增发和配股）620 亿元，同比下降 3%；B 股筹资 3.28 亿美元，同比增长 6.6 倍；可转 23 债筹资 209 亿元，同比增长 15.8%。,1
5301,2004,4,S1,15,2004 年末，金融机构本外币贷款余额 18.9 万亿元，同比增长 14.4%，比上年末回落 7.1 个百分点；余额比年初增加 2.41 万亿元， 同比少增 5785 亿元。,1
32109,2016,1,S5,592,中国人民银行将认真贯彻落实党的十八大、十八届三中、四中、 五中全会、中央经济工作会议和政府工作报告精神，按照党中央、国 务院的战略部署，坚持改革开放，坚持稳中求进工作总基调和宏观政 策要稳、微观政策要活的总体思路，主动适应经济发展新常态，保持 政策的连续性和稳定性，继续实施稳健的货币政策，保持灵活适度， 适时预调微调，增强针对性和有效性，做好供给侧结构性改革中的总 需求管理，为结构性改革营造中性适度的货币金融环境，促进经济科 学发展、可持续发展。,0
44708,2021,1,S3,275,3 月末，保险业总资产 24.3 万亿元，同比 增长 11.7%，增速比上年末低 1.6 个百分点。,0
806,2001,2,S2,141,去 年第三季度韩国、马来西亚、印尼、菲律宾和泰国出口同比增长分别为26.5%、 21.6%、25.0%、5.1%和21.9%，但到今年第一季度，韩国、马来西亚和印尼出口 同比增长分别降至2.2%、2.0%和4.7%，菲律宾、泰国甚至降到－0.5%和－0.8%； （2）制造业增长大幅度下滑，去年第三季度印尼、韩国、马来西亚和菲律宾制 造业同比增长分别是 5.1%、17.7%、20.3%、6.1%和 3.6%，但到今年第一季度， 除印尼外，韩国、马来西亚和菲律宾三国制造业增长降至 4.3%、3.7%和 2.4%； （3）GDP增长大幅减缓，去年第二季度印尼、韩国、马来西亚、菲律宾和泰国 五国GDP平均增长率高达6.7%，但第三季度降为5.7%，第四季度又降至4.6%。,0
38171,2018,2,S1,76,上半年社 会融资规模增量累计为 9.1 万亿元，比上年同期少 2.03 万亿元，主 要呈现以下特点：一是对实体经济发放的人民币贷款同比多增。,0
20680,2011,2,S5,590,加强对社会融资总量的监测与调节，保持合理的社会融资规模。,0
33469,2016,4,S1,46,2016 年社会融资规模增 量为 17.8 万亿元，比上年多 2.4 万亿元。,0
38388,2018,2,S3,293,银行间债券市场现券交易活跃。,0
45596,2021,2,S1,35,存款平稳增长。,0
8288,2006,1,S5,501,积极推进金融资产管理公司改 革，深化邮政储蓄体制改革。,0
3294,2003,2,S3,126,目前债券市场上尚未建立独立、公正、权威的评级体系，缺少对 债券发行人的持续信息披露规范。,0
11340,2007,2,S5,534,III 专栏： 图： 表： 表 6：2007 年上半年金融机构回购、同业拆借资金净融出、净融入情况表 ...........................................................17 IV 当前，国际经济形势总体向好，国内经济增长动力强劲，预计 2007 年下半年国民经济将继续较快发展。,0
5059,2004,2,S3,235,根据人民银行深圳中支的统计，截止 6 月底，香港银行共汇入内地 7756万元，内地银行汇入香港350万元，净汇入内地7406万元。,0
3238,2003,2,S2,70,2003年上半年，在保持人民币存贷款利率稳定的同时，根据我国利率市场 化改革的总体目标和步骤，人民银行认真细致地研究了进一步扩大人民币贷款利 率浮动幅度的方案，稳步推进利率市场化改革。,0
21592,2012,1,S3,290,4 月 28 日，中国证监会发布《关 于进一步深化新股发行体制改革的指导意见》，明确将通过强化信息 披露真实性、准确性、充分性和完整性，适当调整询价范围和配售比 例，增加新上市公司流通股数量，加强对发行定价和炒新行为的监管 等措施，进一步推进以信息披露为中心的发行制度建设，促使新股价 格真实反映公司价值，推动实现一级市场和二级市场均衡协调健康发 31 展，保护投资者的合法权益。,0
31537,2016,1,S1,20,非 存款类金融机构存款余额为 12.0 万亿元，比年初减少 9536 亿元，同 比增长 14.9%，其中证券及交易结算类存款和特殊目的载体（主要是 表外理财、证券投资基金等）存款较年初分别减少 3209 亿元和 7066 亿元。,0
8910,2006,2,S3,182,其他商业银行2净融入金额比上年同 期有所下降，同比减少3273亿元。,1
42867,2020,3,S3,286,银行间回购和拆借交易活跃。,0
13066,2008,3,S5,495,房地产等领域面临回调压力，可能影响诸多行业。,0
17157,2010,3,S2,100,在科学分析预测 流动性供求形势的基础上，中国人民银行根据货币调控需要不断优化 对冲工具组合，以央票发行为主、短期正回购操作为辅，不断优化操 作期限结构，进一步提高流动性管理的前瞻性和有效性。,0
10179,2007,1,S5,495,中国人民银行银行家问 卷调查显示，2007 年第一季度贷款需求指数高企，仅次于 2004 年第 一季度的历史最高水平，一定程度上反映出实体经济存在比较旺盛的 投资需求。,0
8048,2006,1,S4,261,而作为失衡的另一方，日本、中国 等亚洲国家、主要石油出口国及部分欧洲国家的贸易顺差则达到 1000 亿美元的 规模。,0
42272,2020,1,S3,289,③中资小型银行包 括恒丰银行、浙商银行、渤海银行、其他城市商业银行、农村商业银行和合作银 25 行、民营银行、村镇银行。,0
18308,2010,4,S1,19,年末财政存款余额为 2.5 万亿元，同比增长 13.6%，比年初增加 3045 亿元，同比少增 1322 亿元。,0
10245,2007,3,S1,33,如果 2006 年以来由法定存款准备金率上调所冻结的流动性改由发行央行票据 进行对冲，那么当前基础货币增速将低于 10%。,0
18280,2010,2,S5,602,继续推动外汇市场发展，丰富汇率风险管理工具。,0
17671,2010,3,S5,614,继续深化 外汇管理体制改革，促进资本平衡流动，规范和完善跨境资本流动管 理，加强对违规和异常资金的监测和管理。,0
27760,2014,2,S3,266,上半年，沪、深股市累计成交21.7 万亿元，同比增长2.4%，日均成交1820亿元。,0
35392,2017,3,S5,674,积极规范发展多 层次资本市场体系，完善市场运行规则，健全市场化、法治化违约处 置机制。,0
7254,2005,4,S1,61,由于是以非贷款的形式向居民和企业部门 提供资金，因此存差扩大，贷存比下降。,0
3935,2004,1,S1,39,2003 年 8 月，邮政储蓄资金管理体制开始改革，邮政储蓄部门自主投资、 委托理财的渠道开通，其负债方吸收的全部储蓄存款与资产方存放在中央银行的 转存款之间的差距越来越大。,0
4584,2004,3,S3,216,国债和政策金融债发行利率继续上升。,0
10857,2007,2,S1,51,但也必须高度重视商业银行资产负债期限错配可能带来的 风险，尤其是在全球通胀压力上升的情况下，如果市场利率水平发生变化或出现 逆转，金融机构可能会面临一定的流动性风险和利率风险。,1
52487,2024,3,S3,315,数据来源：中国外汇交易中心。,0
7774,2005,4,S5,581,（四）大力培育和发展金融市场，推动金融产品创新 大力推动金融市场制度性建设，扩大直接融资渠道，改善金融 资产结构，丰富市场层次与产品种类，培育和发展机构投资者，推进 金融市场的整体协调发展。,0
325,2001,1,S5,325,（六）促进货币市场和资本市场协调发展，防止信贷资金违规进股市 当前，在大力发展货币市场的同时，要保障货币市场与资本市场资金的有序 流动。,0
1400,2002,1,S4,169,近 10年来，小城镇吸纳农村剩余劳动力6000多万人，占同期转移出的农村富余劳 动力的50%。,0
23096,2012,4,S1,71,单一制国家的地方税体系尽管相对 较弱，但总的趋势也是扩大地方税收权限，特别是财产税、土地税、城市开发税、 地方公共设施税等。,0
1847,2002,2,S2,78,2000 2002年，5月 150 份社会消费品零售总额增长较4月 125 140 份增长分别高2.5、1.4和1.1个百 115 130 分点。,0
10336,2007,3,S2,124,四是丰富外汇市场交易品种。,0
47100,2022,1,S3,296,3月末，隔夜和1周Shibor 分别为2.01%和2.20%，较上年末分别下降12个和7个基点。,0
3630,2003,4,S3,109,受多种因素影响，拆借利率从 9月份开始 快速上升，10月份升至 2.86%。,0
16620,2010,1,S2,140,香港和新 加坡是境外接受人民币结算的主要地区，在发生人民币实际收付的业 12 务中，两地合计占比 88%。,0
13739,2008,4,S1,55,2008年年末，人民币对美元汇率中间价为6.8346元， 比2007年年末升值4700个基点，升值幅度为6.88%；人民币对欧元汇 率中间价为1欧元兑9.6590元人民币，比上年末升值10.43%；人民币 6 对日元汇率中间价为100日元兑7.5650元人民币，比上年末贬值 15.32%。,0
24991,2013,2,S2,108,下阶段，中国人民银行将继续相机开 展此类操作，与其它政策工具相配合，有效实施稳健货币政策，为金 融市场平稳运行和经济发展创造良好的货币条件。,0
17920,2010,2,S3,242,6 月末，商业汇票未到期金额 4.7 万亿元，同比下降 6.3%；贴 现余额 1.7 万亿元，同比下降 52.3%；再贴现余额 473.1 亿元，同比 增加 464.2 亿元。,1
7790,2006,1,S1,3,狭义货币供应量 M1 余额 10.7 万亿元，同比增长 12.7%，增速比上年同期高 2.8 个百分点。,0
12624,2008,3,S1,53,汇改以来至 2008 年 9 月末，人民币对 美元汇率累计升值 21.39%，对欧元汇率累计升值 0.14%，对日元汇率 累计升值 13.63%。,0
17043,2010,1,S5,563,继 续落实“有保有控”的信贷政策，调整优化信贷结构。,0
7360,2005,4,S2,167,从增幅看，出口 同比、环比增长5%以上的企业占比分别高达21%和12.2%，依次比进口高 3.7和 3.5 个百分点。,0
24367,2013,3,S2,107,中国人民银行认真贯彻中央经济工作会议和国务院关于金融支 持实体经济发展的指导意见、全国小微企业金融服务经验交流会议的 有关精神，继续发挥货币政策工具、宏观审慎政策工具以及信贷政策 的结构引导作用，加强与产业政策的协调配合，支持经济结构调整和 10 转型升级，增强金融服务实体经济的水平。,0
52165,2024,1,S5,603,五是积极稳妥防范化解金融风险。,0
12527,2008,1,S5,502,全国城镇储户问卷调查显示，2008 年第一季度认为收 入增加的居民占比虽较上年同期下降，但仍处于调查以来的次高位， 46 居民收入增长依然较快。,0
22682,2012,2,S3,212,数据来源：中国人民银行、中央国债登记结算有限责任公司。,0
40716,2019,3,S5,579,六是打好防范化解重大金融风险攻坚战。,0
48175,2022,2,S2,237,坚持市场化、法治化处置风险， 金融风险总体收敛。,0
14804,2009,1,S5,488,当前全球经济处于衰退之中、经济在潜在产 出水平之下运行的格局未变，产能过剩及需求不足构成下一阶段价格 下行的主要压力。,1
4098,2004,1,S3,202,目前，标准 保费的概念已被多家寿险公司所采用，成为考核公司业务发展的重要指标。,0
1886,2002,2,S3,117,（一）银行间市场交易活跃，市场利率进一步走低 上半年，银行间市场人民币同业拆借和债券交易累计成交50977亿元，同比 增加30192亿元，增长1.5倍（二季度累计成交32040亿元，比上季增加13103亿元）， 上半年的交易量已远远高于去年全年水平，比去年全年多成交1922亿元。,0
8742,2006,2,S1,14,6 月末，全部金融机构本外币贷款余额 22.8 万亿元，同比增长 14.3％，比年初增加 2.2 万亿元，同比多增 6068.1 亿元。,0
22441,2012,3,S5,562,一是综合运用多种货币政策工具组合，健全宏观审慎政策框架， 保持合理的市场流动性，引导货币信贷及社会融资规模平稳合理增 长。,0
20073,2011,3,S5,578,加强对社会融资总量的监测与调节，保 持社会融资规模适度增长。,0
8724,2006,3,S5,430,"存款准备金工具的运用 可以增强对冲的主动性和对冲“深度”,同时，在流动性较多的前提下， 小幅提高存款准备金率并不是一剂猛药，而是属于适量微调。",0
41824,2019,4,S4,447,（三）居民消费价格涨幅上升，生产价格同比下降 居民消费价格涨幅上升，结构性特征明显。,1
17724,2010,2,S1,46,2009 年末，我国商业银行整体 加权平均资本充足率为11.4%，239家商业银行资本充足率全部达标。,0
41134,2019,2,S4,416,7 月 25 日会议将前 瞻性指引表述修改为“预计保持政策利率在当前水平或更低水平至少 至 2020 年上半年”。,0
32390,2016,3,S3,233,各类债券发行利率略有下降。,0
18735,2010,4,S4,446,前三季度，全国城镇单位在岗职工月度 平均工资同比增长 14%左右，增速比上半年有所加快。,0
40653,2019,3,S4,516,一是生猪 45 价格、饲料成本价格波动较大，亟需有效的风险管理工具。,1
40596,2019,3,S4,459,PPI 低位运行，通常反映工业需求偏弱，但近几个月 PPI同比降幅扩大主要 是受基数效应影响，并不意味着存在显著的工业品通缩压力。,1
21646,2012,1,S4,344,"据日本国 土交通省统计，2012 年 3 月日本新屋开工数量同比上升 5.0%；50 家 大型建筑公司接到的营建订单 3 月份同比下降 0.3%,2 月份同比下降 1.8%，但 1 月份同比增长 24.6%。",1
40475,2019,3,S3,338,8 月 23 日，中国银保监会 出台《商业银行代理保险业务管理办法》，从业务准入、经营规划、 31 业务退出、监督管理等方面，对商业银行销售保险产品进行了相应规 范，从监管层面建立起商业银行代理保险业务全流程统一的监管制度。,0
43896,2020,4,S2,118,中期借贷便利采取招标 方式，2020 年 2 月 17 日中标利率下降 10 个基点至 3.15%，2020 年 4 月 15 日中标利率进一步下降 20 个基点至 2.95%。,0
29333,2015,1,S4,544,1 月 21 日，国家发展改革委等部门发出通 知，要求按照“污染付费、公平负担、补偿成本、合理盈利”原则， 综合考虑本地区水污染防治形势和经济社会承受能力等因素合理制 定和调整污水处理收费标准。,0
17404,2010,3,S4,347,欧洲房地产市场仍较低迷。,1
51869,2024,1,S3,307,3月，财政部发行的10年期国债收益率为 2.31%，较上年12月下降28个基点；主体评级 AAA 的企业发行的一 年期短期融资券平均利率为2.35%，较上年12月下降74个基点。,0
32398,2016,3,S3,241,从企业 结构看，由中小型企业签发的银行承兑汇票约占三分之二。,0
28427,2014,4,S3,312,从行业结构看，企业签发的银行承兑汇票余额仍集中在制造业、批发 和零售业；从企业结构看，由中小型企业签发的银行承兑汇票约占三 分之二。,0
47185,2022,1,S4,381,4 月国际货 币基金组织（IMF）和世界银行均下调今年全球经济增速预测，普遍 表达了对经济增长放缓的担忧。,1
13120,2008,2,S1,12,6 月末，金融机构居民户人民币存款余 额为 19.8 万亿元，同比增长 14.6%，增速比上年同期高 5.1 个百分 点，比年初增加 2.2 万亿元，同比多增 1.4 万亿元，其中定期存款同 比多增 1.5 万亿元；非金融性公司人民币存款余额为 20.5 万亿元， 同比增长 20.1%，增速比上年同期高 0.4 个百分点，比年初增加 1.6 万亿元，同比少增 270 亿元，其中企业定期存款同比多增 7580 亿元， 企业总体上仍保持较强的支付能力。,0
39131,2018,4,S3,389,八是明确由证监会依法对银行间债券市场、交易所债 券市场违法行为开展统一的执法工作，强化监管执法，加强协同配合。,0
35675,2017,2,S3,249,交易所债券现券成交2.6万亿元，同比增长19.7%。,0
40545,2019,3,S4,408,贸易结构进一步优化，一般贸易比重提 升，占进出口总额的比重为 59.5%，比上年同期提高 1.1 个百分点。,0
16077,2009,4,S3,242,Shibor对债券定价的指导作用有所增强。,0
